Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
66,16407282,"Bet My Decks","2026-08-16 23:35:21",1042.5,2,"betmyex,doifgoox,garifullintimur,naviniklag"
67,16382386,BarrelAged,"2026-08-16 23:22:31",1041.9,2,johnhosack
68,16533373,"Roman Stupin","2026-08-15 22:20:04",1041.9,2,rcnegby
69,16445525,齐乐,"2026-08-16 04:11:27",1040.9,2,qile200107
70,16531497,"B. von Meijenfeldt, E. Mesman","2026-08-16 23:53:18",1040.3,2,"bartvm,edwynmesman"
71,16443122,motono0223,"2026-08-16 23:50:31",1039.7,2,motono0223
72,16393745,ShumpeiNomura,"2026-08-16 18:02:09",1038.1,2,shumpeinomura
73,16388680,poppy457,"2026-08-16 23:26:30",1037.6,2,poppy457
74,16379930,"Louis & Emile","2026-08-16 21:04:06",1037.4,2,"emileandrieu,louisklasing"
75,16514272,"Dominic Peel & Rory Neville","2026-08-16 23:52:29",1037.1,2,"dompeel,roryneville"
76,16553431,"pokemon master","2026-08-16 23:53:01",1036.3,2,"l2yyyy,ruikikobayashi,schrodinger0112,tknakamu,tmhrkt"
77,16422615,celebi,"2026-08-16 23:21:24",1036.0,2,"pahdoo,richardl2"
78,16417006,tennogh,"2026-08-16 21:19:24",1035.7,2,tennogh
79,16373713,Dakuma,"2026-08-16 23:21:56",1035.5,2,"daiwakun,kumanotani,tenceiling"
80,16531269,"Dries @ Tufa Labs","2026-08-16 21:02:46",1032.7,2,driessmit1
81,16431331,insuperabilehart,"2026-08-16 23:31:59",1031.8,2,insuperabile
82,16555559,Yizhou,"2026-08-16 15:15:43",1029.8,2,yaphellee
83,16372029,Jack,"2026-08-16 23:56:54",1028.3,2,jackvd
84,16374632,"Mew World Order","2026-08-16 23:49:57",1027.6,2,"charlielockyer,xiaoxiaomichaellong"
85,16695873,pokemon,"2026-08-16 04:56:45",1025.4,2,"masterssx,zaiwubian,zhangshuosc"
86,16464757,wwwwwwwwwwwwwwwwwwwwwwwwwwwwww,"2026-08-16 21:01:43",1025.3,2,wwwwwwwwwwwwwwwwwwww
87,16371945,しんぴのしずく💧,"2026-08-16 18:15:04",1022.5,2,"conan1024,edagram,expertsplasher,masaishi,wangliangji"
88,16418377,MR.H&F,"2026-08-16 19:40:04",1022.2,2,"hyh273279,zejunfool"
89,16663985,"da da","2026-08-16 19:26:04",1021.9,2,notadamasher
90,16378476,aaa,"2026-08-16 13:49:58",1019.7,2,liuyuq
91,16407428,"{{ team_name }} 🏆","2026-08-16 23:37:59",1019.5,2,yanzhou06
92,16395413,cocosu3434,"2026-08-16 06:44:29",1018.5,2,cocosu3434
93,16376997,denden12,"2026-08-16 20:35:28",1017.4,2,denden12
94,16397982,NorthStar,"2026-08-16 22:59:14",1017.1,2,"nehak76044,rishavutkarsh"
95,16418542,"Egypt first class","2026-08-16 18:07:10",1017.0,2,"augustthem,earthlifter"
96,16379316,yumizu,"2026-08-16 16:17:07",1016.5,2,yumizzzz
97,16600240,DavidFreelan,"2026-08-16 23:09:55",1016.4,2,dfreelan
98,16388364,miya,"2026-08-16 21:11:38",1016.2,2,miyamuratakeki
99,16427180,typeIIIfairy,"2026-08-16 14:38:13",1015.8,2,typeiiifairy
100,16441104,HCRL,"2026-08-16 23:10:37",1015.8,2,"irohasorange,mrooto,rahaia"
101,16451815,HSBMAX,"2026-08-16 20:43:49",1015.6,2,"matteomanzari,mdiciohack"
102,16438680,想要成为kaggle大师,"2026-08-16 14:45:49",1015.2,2,pseree
103,16464168,"Pokémon Day Care","2026-08-16 17:57:54",1014.9,2,markorupnik
104,16668226,kanno,"2026-08-15 13:00:55",1014.5,2,kannomasaki
105,16440585,Brahim,"2026-08-10 22:49:08",1013.0,2,brahimdriss
106,16435304,人入乂乂人入入乂人,"2026-08-16 23:29:41",1012.5,2,yuanzhezhou
107,16373297,"Ars Noveau","2026-08-16 23:03:33",1012.2,2,"belati,kennethlie16,nicholasarditirta,philbertmayer,winotohasyim"
108,16383960,"宝糕手(Poké Messters)","2026-08-16 23:34:01",1011.9,2,"horizen12,tommycyd,yanxiaohan666,yaoyuchen0925"
109,16382914,vibechu,"2026-08-16 17:37:03",1011.8,2,"h4pzzz,santiagojumah"
110,16566874,kwa,"2026-08-16 22:57:54",1011.4,2,ikaroskaggle
111,16374843,あなまか,"2026-08-14 23:47:55",1011.1,2,arakish
112,16391123,Iliamna,"2026-08-16 19:51:45",1010.1,2,"decotoj,zack873"
113,16373169,"Hiro Nomo","2026-08-16 14:07:05",1010.0,2,morinokuma3
114,16371723,RtoABC,"2026-08-16 16:01:38",1008.9,2,"go5kuramubon,kaidomitsu,nmlibrary"
115,16376465,monnosuke,"2026-08-16 23:43:55",1007.5,2,shiomi1012
116,16568625,kentaro_kato,"2026-08-16 13:11:50",1006.7,2,kentarokato
117,16574077,Meghana284,"2026-08-16 19:49:20",1006.6,2,meghana284
118,16388477,Alan_Nasibullin,"2026-08-12 07:40:16",1005.5,2,alannasibullin
119,16505594,"Pokemon Fan","2026-08-16 20:36:42",1005.0,2,"hengck23,yiheng"
120,16376653,"szlachetny snieg","2026-08-14 03:31:30",1004.7,2,takayukiimoto
121,16400698,MarineYY,"2026-08-16 23:09:14",1003.4,2,marineyy
122,16371606,Pokér-man,"2026-08-16 21:43:48",1003.1,2,wscmisx
123,16604480,kk.13kk,"2026-08-16 18:44:22",1001.1,2,kk13kk
124,16412152,Saber,"2026-08-16 23:47:56",1000.5,2,yzheng21
125,16372743,tamakiken_OB,"2026-08-16 23:18:05",1000.1,2,"fukuzawatakumi,shimonhori,versavice"
126,16372394,rmizuta,"2026-08-16 13:16:25",999.8,2,rmizuta
127,16397625,PokeMiniMax,"2026-08-16 23:49:22",999.8,2,"arianurdu,benediktschink,matinurdu,rahulappapogu,sethkarten"
128,16386225,"Hiroki Yamazaki","2026-08-16 13:30:46",999.3,2,hirokiyamazaki
129,16374884,Funky,"2026-08-16 14:31:36",999.2,2,super13579
130,16395646,KatR,"2026-08-16 22:08:15",999.2,2,katherinerich
131,16442659,cununn,"2026-08-16 22:49:58",998.4,2,w007425y
132,16385170,JustBeBetter,"2026-08-16 06:52:45",998.1,2,vovikdrg
133,16474254,fishcat,"2026-08-16 19:17:51",997.8,2,fishcat37
134,16427548,ttmn,"2026-08-16 23:58:05",997.6,2,koheitsutsumi
135,16668084,dasfds,"2026-08-14 09:28:33",995.2,2,dasfds
136,16603508,"Charmander & Meowth","2026-08-16 23:18:03",995.0,2,houjinghuang
137,16454280,qb,"2026-08-16 12:54:38",994.3,2,quangvanbui
138,16541520,"cabbage patch","2026-08-16 02:15:46",993.8,2,cabbageburger
139,16448642,"Make it double!","2026-08-16 22:24:20",993.5,2,megayak
140,16445292,GUOHAOYANG,"2026-08-16 23:54:27",993.2,2,pkuszboi
141,16374074,"Octavi Grau","2026-08-16 21:46:09",992.6,2,octaviograu
142,16394599,clora,"2026-08-16 06:55:22",991.9,2,clora16
143,16499803,"Team Rot-Weiß","2026-08-16 17:20:03",991.5,2,moritzpaal
144,16542712,"⊂( ᴖ ̫ᴖ)⊃ ⊂(ᴖ ̫ᴖ )⊃","2026-08-16 07:24:47",991.1,2,"mechi22,taka7736,wessafij,ylabliva,ylabuni"
145,16373951,Canon,"2026-08-16 18:30:45",990.0,2,sotakurihara1
146,16441077,haggle,"2026-08-16 23:38:13",989.9,2,"aliyelbekov,asimandia,innerf1re,markslavin,nantohock"
147,16514878,哈基米南北绿豆,"2026-08-16 23:09:40",988.6,2,"hancangmi,yupengcao111"
148,16377088,syuuuuu,"2026-08-16 22:50:20",986.9,2,"qshiki,syuuuuukun"
149,16373203,copasta,"2026-08-16 09:55:53",986.6,2,copasta
150,16373415,"Pikachu, I choose you!","2026-08-16 13:21:46",986.5,2,"shoheiyoshimoto,shunsukesumi"
151,16372765,"Mega Regigigas","2026-08-16 21:31:08",986.0,2,moritake04
152,16382518,Team,"2026-08-16 17:53:05",985.6,2,"cakiki,conormacamhlaoibh,kenyeungtech"
153,16371280,"loIzpo + emonga","2026-08-16 15:45:36",984.7,2,lolzpo
154,16401597,Benarg,"2026-08-16 20:32:33",984.6,2,benarg
155,16471516,wally0593,"2026-08-16 15:31:18",984.5,2,"akatuki25,asa3942,poge0593,pyzhntr,wally0593"
156,16383917,koala_bear,"2026-08-16 19:06:10",984.0,2,jpkoalabear
157,16446951,NIWATORI,"2026-08-16 23:56:52",983.8,2,niwatori
158,16379865,"Abhyuday + Sebastian","2026-08-16 23:58:34",983.8,2,"abhyuday10,sebastianlashmet"
159,16381852,lollipop947,"2026-08-16 16:27:10",983.6,2,lollipop947
160,16605114,"Agent 33","2026-08-16 15:59:45",983.4,2,agent33
161,16372422,ei1333,"2026-08-16 23:10:38",982.4,2,"ei1333,gzlkg0,unosss"
162,16455011,mojyaP,"2026-08-16 23:03:15",982.4,2,mojyap
163,16442375,kkanayj,"2026-08-16 15:33:07",981.2,2,kkanayj
164,16408255,"Tony Li","2026-08-16 22:56:57",981.0,2,tonylica
165,16430550,Ant,"2026-08-16 20:15:07",980.9,2,anthonytrevino
166,16372604,kusui26,"2026-08-16 06:15:00",980.7,2,kusui26
167,16408505,JZ,"2026-08-16 15:51:02",980.2,2,zhoujiachen
168,16381995,Slopémon,"2026-08-16 22:47:27",980.1,2,"ashutoshk99,marcuspistaken,matthijsvanderlende,steftimmermans,teunboersma"
169,16403994,Oleksandr_Savsunenko,"2026-08-15 21:42:08",978.4,2,crazyleg11
170,16507505,"Roman Nesterov","2026-08-16 10:56:26",978.2,2,romanest
171,16609576,stnick,"2026-08-16 19:01:25",978.2,2,stnick
172,16483241,"☕ Psyduck Needs Coffee","2026-08-16 19:17:22",977.2,2,xincuimath
173,16372591,Boseiju,"2026-08-16 19:17:29",976.9,2,brechtf
174,16595297,"Evgeniy Zdoronok","2026-08-16 22:54:58",976.8,2,evgeniyzdoronok
175,16553454,masspeaks,"2026-08-16 19:51:51",976.5,2,masspeaks
176,16563740,carbonapi,"2026-08-16 23:50:25",975.5,2,nonempty
177,16422150,junjun,"2026-08-16 23:11:35",975.3,2,"junnseolee,pablolee789"
178,16384159,DECEM,"2026-08-16 11:45:23",974.8,2,zy1343930734
179,16380112,"kenkoooo @ estie, inc.","2026-08-16 06:56:38",974.7,2,kenkoooo
180,16450311,🫣🤧,"2026-08-16 22:28:48",973.9,2,sinkingpoint
181,16470351,"surprised pikachu","2026-08-16 06:39:59",973.2,2,ktverdov
182,16387786,NiuNiu,"2026-08-16 23:57:20",972.9,2,"harwet,outlier4933,rockyowo,xmkevin2004"
183,16394799,Dragonite,"2026-08-16 05:03:41",972.8,2,"kargo113,tetsuro731"
184,16390101,Pokopia,"2026-08-16 17:17:35",972.8,2,"dfgtde,timothyzhang123,xiumu33,yilinge,yuyizhu"
185,16406640,gecogeco,"2026-08-16 17:54:26",972.5,2,roshihy
186,16589783,"GPT-5.6 Sol🏆","2026-08-15 01:54:31",971.0,2,"baniyxll,chuaerrr,ciaoamzom,ctfxiao,wennaliu2007"
187,16590916,Kusanagi,"2026-08-16 23:36:24",970.9,2,kusanagiap
188,16468429,hinox13,"2026-08-16 11:23:06",970.0,2,oriolhinojocomellas
189,16489999,"Gijs Smit","2026-08-16 19:41:49",970.0,2,gijssmit
190,16376245,tokimashita,"2026-08-16 14:48:29",969.7,2,"milkcoffeen,minaminamin,reokambayashi"
191,16541765,less,"2026-08-16 23:54:00",969.3,2,"hhhahh1,jiaoyouzhang"
192,16395439,YumeNeko,"2026-08-16 13:20:39",968.8,2,kashiwaba
193,16374634,blue_house,"2026-08-16 14:47:52",968.5,2,"tanakary,yukiinokaa,yusukekanaijp"
194,16421871,BOB,"2026-08-16 22:42:01",968.5,2,hotpotbro
195,16454068,"Where is my orbit","2026-08-16 17:40:16",968.4,2,"mikaelkerimov,mperminiov"
196,16371474,"Shardul Gharat","2026-08-16 08:23:27",968.2,2,shardulgharat
197,16452272,Lennox,"2026-08-16 23:56:50",968.2,2,zephyrlennox
198,16538568,"Zhu Liang","2026-08-16 08:52:13",968.0,2,paradite
199,16428695,redblackbst,"2026-08-16 21:16:50",967.3,2,redblackbst
200,16531062,Breaking1800,"2026-08-16 10:28:59",966.9,2,breaking1800
201,16376912,Gyoukou,"2026-08-16 18:23:35",966.8,2,"hiroyashimono,itsukudayoooo,noriyukimori,wagasode,yufuin"
202,16455194,chris,"2026-08-16 21:27:35",966.3,2,chris62
203,16381725,llkarill,"2026-08-16 22:23:06",966.3,2,llkarill
204,16575489,atsushi11o7,"2026-08-16 15:42:41",965.0,2,atsushi11o7
205,16377725,"Komil Parmar","2026-08-16 15:48:55",965.0,2,komilparmar
206,16652464,Priestess,"2026-08-16 05:04:19",964.7,2,"aynrmio,kalypheus"
207,16553549,namopanda,"2026-08-16 13:14:18",964.4,2,namopanda
208,16690710,JovanaLab,"2026-08-16 15:19:09",964.4,2,"choonesenlu,joxitsai"
209,16601361,パチリス,"2026-08-16 20:15:03",963.6,2,"duckhun,idearendil"
210,16385537,keithtyser,"2026-08-16 19:31:26",963.0,2,keithtyser
211,16512241,giacomovin,"2026-08-14 07:49:44",962.7,2,giacomovin
212,16404314,bonsai,"2026-08-16 23:27:41",962.7,2,aerospacio
213,16401021,msd0110,"2026-08-16 23:50:12",962.1,2,msd0110
214,16375800,tetsu2131,"2026-08-15 23:59:15",961.7,2,tetsutani
215,16424758,Skyraider,"2026-08-16 17:16:35",961.2,2,drpatrickchan
216,16436573,"Yigit Kayali","2026-08-16 21:20:14",961.1,2,yigitkayali
217,16385751,neuro168,"2026-08-16 18:02:56",960.9,2,lordmc
218,16375979,"Jonathan Donham","2026-08-16 22:44:43",960.1,2,jonathandonham
219,16382190,nsytsqdtn,"2026-08-16 16:31:44",960.1,2,nsytsqdtn
220,16675930,"Shang Bo","2026-08-14 00:57:28",959.7,2,"aetherwang,junjiehuang08,pengweihuan,shangbo667,shengbinhuang"
221,16374469,西松大祐,"2026-08-16 19:49:15",959.2,2,wep212
222,16404376,"Urazalinov Baurzhan","2026-08-16 18:44:37",959.0,2,baurzhanurazalinov
223,16505652,Mahog,"2026-08-16 13:46:51",958.6,2,mahoganybuttstrings
224,16421537,"H. Ashida","2026-08-16 03:27:00",958.5,2,hiromuashida
225,16395622,TMTA,"2026-08-16 21:19:11",958.1,2,"shibungi,takayah,tongaricorn"
226,16387818,"Hi Im Ryo","2026-08-15 00:15:28",958.1,2,loto610
227,16376033,"Mega LayerEX","2026-08-16 21:27:53",957.4,2,"kuto0633,shimacos,skntbass"
228,16373089,maco-macoo,"2026-08-16 01:51:59",957.4,2,macomacoo
229,16378507,Magist,"2026-08-16 20:19:53",957.3,2,"jazivxt,woosungyoon"
230,16371913,soraemon,"2026-08-16 18:39:56",957.0,2,soraemon
231,16416965,"Nghia Tran + ketchum alt","2026-08-16 18:21:27",956.8,2,"tcnghia,tientrum"
232,16464960,sokilya,"2026-08-16 23:49:24",955.8,2,sokilya
233,16454198,隔壁老王,"2026-08-01 12:48:22",955.6,2,wangyuou
234,16387915,tw_shin,"2026-08-12 17:40:56",955.3,2,zfrank7777
235,16690061,"Запрети мне брать H100","2026-08-11 20:00:25",955.0,2,kirya1
236,16386872,titako0000,"2026-08-16 17:46:15",954.8,2,titako0000
237,16377455,POKEN,"2026-08-16 17:17:36",953.4,2,ygjh13
238,16383408,Prism,"2026-08-16 11:31:57",953.1,2,"ghostnoir,heerakkim"
239,16419663,那个男人,"2026-08-16 23:43:47",953.0,2,muran169633
240,16374073,akmr,"2026-08-16 16:33:39",952.7,2,akimaru
241,16376582,"Arthurs Torres24","2026-08-16 23:01:01",952.2,2,arthurstorres24
242,16511634,"Otter Vibe","2026-08-16 11:52:17",951.9,2,gyuminsong
243,16377682,Mint120,"2026-08-16 07:12:21",951.5,2,mint120
244,16486089,"A Tinkaton Is All You Need","2026-08-16 23:43:23",951.0,2,"aurax7,coolinlai,davidsarrat,yajuansheng,zongzishuang"
245,16688147,Tarang222,"2026-08-16 05:29:19",950.9,2,tarang222
246,16631249,yu9824,"2026-08-16 05:27:10",950.8,2,yu9824
247,16607225,"Dustin Rubin","2026-08-14 01:21:35",950.5,2,dustinrubin
248,16382227,takusemba,"2026-08-16 19:17:02",950.4,2,takusembba
249,16382115,BluesLee,"2026-08-16 16:42:52",949.5,2,bluezlee
250,16640790,"syouya tobita","2026-08-16 16:44:38",948.3,2,syouyatobita
251,16379512,soyukke,"2026-08-16 23:34:09",948.2,2,soyukke
252,16684648,"Rikito Kanda","2026-08-16 23:37:51",947.3,2,rikitokanda
253,16604511,OiOi-Poke,"2026-08-14 10:45:06",946.6,2,"bruceding123,lixinyin,xiaoxizhang2025"
254,16375066,"Big Bugginnings","2026-08-16 23:42:06",946.5,2,"eevvan7,kylexia,xunfanxia"
255,16639251,Can,"2026-08-14 16:19:25",945.9,2,canentay
256,16384794,"suguuuuu & hiehie","2026-08-15 22:35:50",945.9,2,"hiromasadoi,sugupoko"
257,16376665,tc-al,"2026-08-16 17:21:23",945.5,2,bobmyersthesecond
258,16514497,beeyan,"2026-08-16 03:33:12",945.3,2,beeyan0821
259,16606656,Yaroslav,"2026-08-14 02:39:44",945.2,2,yaroslavrogoza
260,16385372,kashiwashira,"2026-08-16 21:05:04",945.2,2,kashiwashira
261,16559688,"What Lucario","2026-08-16 16:13:15",944.9,2,"alexesn,cudacoding,ivanvorfolomeev,shanzhong8,zefirrrr"
262,16475891,"Oleh Patsan","2026-08-16 17:25:08",944.8,2,olehpatsan
263,16680070,AReg,"2026-08-16 13:48:56",944.5,2,"caoyifan520,dasktau,junliangye,wenyizhang0421"
264,16665420,GALEX,"2026-08-11 09:21:26",944.2,2,"alexstatyg,arrebo1l,bulakei,kkpindo"
265,16372608,cm391,"2026-08-16 21:57:32",944.2,2,mccocoful
266,16381063,aca-ta,"2026-08-16 23:14:29",943.4,2,seljydef
267,16606324,kiyomiya-k,"2026-08-10 07:31:12",942.6,2,kiyomiyak
268,16482183,haruto,"2026-08-16 22:07:05",942.5,2,inumaru9n
269,16383493,KanaeKanae,"2026-08-10 16:51:10",942.4,2,kanaekanae
270,16384783,yuto083,"2026-08-16 00:29:22",941.9,2,yuto0712
271,16607247,Fitalabs,"2026-08-16 23:48:23",941.8,2,"aleffita,mikaelmarcondes"
272,16371445,ВМКЗАРДЫ,"2026-08-16 23:50:58",941.2,2,"eviltsundera,loonypenguin,veshkinartem"
273,16372696,senkin13,"2026-08-16 09:39:29",940.9,2,senkin13
274,16635068,"Shuhan Yang","2026-08-16 01:28:28",940.8,2,qizhiran
275,16391190,keidroid,"2026-08-16 22:24:50",940.2,2,keidroid
276,16373114,"Junichiro Morita","2026-08-16 05:59:28",940.0,2,junichiromorita
277,16582785,PikaBoom,"2026-08-16 11:49:53",939.7,2,"darkartitry,mjjsty,xxbar19"
278,16379679,arai9953,"2026-08-16 23:38:54",939.7,2,arai9953
279,16596390,togakyo,"2026-08-16 21:15:13",939.5,2,kyosuketogashi
280,16376434,StackKnight,"2026-08-15 10:09:21",939.5,2,stackknight
281,16475917,base_camp_2002,"2026-08-16 22:48:11",939.2,2,basecamp2002
282,16482300,"The Blos","2026-08-16 21:37:34",938.7,2,"alessandroflati,robertomastropietro"
283,16633785,"luck is all agent needs","2026-08-14 13:00:47",938.6,2,"cpurise,faissing,haloox,luxworks"
284,16556869,"Nikita Romanenko","2026-08-16 21:58:10",938.4,2,juniorromanenko
285,16493834,浅田浩一,"2026-08-15 10:01:03",938.2,2,asadakouichi
286,16589638,Snorlax,"2026-08-16 15:05:42",937.7,2,pku1400010735
287,16510130,"Katasonov Evgeny","2026-08-16 21:38:39",936.4,2,katasonoveugene
288,16389043,Pushu?,"2026-08-16 19:12:49",936.3,2,"atshimamura,galois1123"
289,16555095,tedo,"2026-08-16 00:05:40",936.2,2,takuroedo
290,16554677,"Konstantin Zhar","2026-08-16 22:03:52",935.2,2,zharkd
291,16671679,"control the variance","2026-08-12 11:21:51",934.9,2,"fengzq777,fujingwen1375,liuhuangqi,yehaoxuan"
292,16501184,takayosi,"2026-08-15 23:15:19",934.6,2,takayosi
293,16374614,"Jose Coronel","2026-08-16 15:52:35",934.4,2,"carlosrodrguezparada,emiliacoronel,josecoronel"
294,16385080,"Michael Long","2026-07-15 17:46:27",934.2,2,mikelong
295,16384924,yaki-imo,"2026-08-16 17:26:02",933.8,2,"taichiakiyama,yoakiyama"
296,16431351,motemen,"2026-08-12 12:39:00",933.7,2,motemen
297,16505814,"john jiang zhifeng","2026-08-16 00:33:23",932.7,2,"haomingchen06,johnjiangzhifeng,samions,schneiden"
298,16371609,"Team Rocket","2026-08-16 23:05:26",932.7,2,"drriddles,fufufukakaka,yamiko835"
299,16397524,jiatu.l,"2026-08-16 15:18:52",932.5,2,jiatul
300,16570465,Yuya_ViVi,"2026-08-13 09:54:35",932.4,2,yuyavivi
301,16473278,lll,"2026-08-16 21:46:29",932.4,2,"liorperlman,liortoledano,lirantoledano"
302,16450716,Confusion,"2026-08-16 14:09:19",932.3,2,hearttt
303,16655565,tyffee,"2026-08-15 14:46:39",932.2,2,tyffee
304,16566110,你好哇,"2026-08-16 16:52:28",932.2,2,"cqupthangyuyu,wkcwkc,wxgisspider,xiaoranx,yinpinggao"
305,16462943,LaM,"2026-08-16 07:38:18",932.1,2,"gihyanglee,rmuraix"
306,16665307,"ETHAN KOH","2026-08-13 13:32:03",931.6,2,kwangsookoh
307,16567550,t-enstar,"2026-08-15 02:31:56",931.5,2,tstustatama
